"question","answer"
"Spring MVC에서 @ModelAttribute 어노테이션을 사용하여 모델 속성을 바인딩하는 방법은 무엇인가요?","Spring MVC에서 @ModelAttribute 어노테이션을 사용하여 모델 속성을 바인딩하려면, @ModelAttribute 어노테이션을 컨트롤러 메서드의 메서드 인자로 사용하고 WebDataBinder를 사용하여 속성을 바인딩하면 됩니다. @ModelAttribute 어노테이션을 사용하면 요청 매개변수, 요청 본문 또는 다른 소스에서 모델 속성을 생성하거나 접근할 수 있습니다. 그런 다음, 생성된 모델 속성을 @RequestMapping 메서드에서 사용할 수 있습니다. 자세한 내용은 다음 링크를 참조하십시오: https://docs.spring.io/spring-framework/reference/web/webflux/controller/ann-modelattrib-methods.html."
"Spring에서 @InitBinder 어노테이션의 사용 목적은 무엇인가요?","Spring에서 @InitBinder 어노테이션은 @Controller 또는 @ControllerAdvice 클래스에서 WebDataBinder 인스턴스를 초기화하는 데 사용됩니다. 이를 통해 요청 매개변수를 모델 객체에 바인딩하거나, 요청 값을 문자열에서 객체 속성 유형으로 변환하거나, HTML 폼을 렌더링할 때 모델 객체 속성을 문자열로 포맷팅할 수 있습니다."
"Spring에서 @InitBinder 어노테이션을 사용하여 WebDataBinder에 PropertyEditor, Converter, Formatter 컴포넌트를 등록하는 방법은 무엇인가요?","Spring에서 @InitBinder 어노테이션을 사용하여 WebDataBinder에 PropertyEditor, Converter, Formatter 컴포넌트를 등록하려면 @InitBinder 메서드 내에서 해당 컴포넌트를 등록하면 됩니다. 예를 들어, binder.registerCustomEditor(Date.class, new CustomDateEditor(dateFormat, false))와 같이 Date 속성에 대한 사용자 정의 에디터를 등록할 수 있습니다."
"Spring에서 웹 데이터 바인딩을 위해 모델 객체 디자인을 신중하게 고려해야 하는 이유는 무엇인가요?","Spring에서 웹 데이터 바인딩을 위해 모델 객체 디자인을 신중하게 고려해야 하는 이유는 요청 매개변수가 모델 객체의 공개 속성에 바인딩되기 때문입니다. 이를 통해 악의적인 클라이언트가 모델 객체 그래프에 존재하지만 예상치 못한 속성에 대한 추가 값을 제공할 수 있습니다. 따라서 모델 객체 및 중첩된 객체 그래프는 명령 객체, 폼 백킹 객체 또는 POJO(Plain Old Java Object)로도 알려져 있으며, 웹 데이터 바인딩을 위해 도메인 모델과 같은 JPA 또는 Hibernate 엔티티를 노출하는 대신 전용 모델 객체를 사용하는 것이 좋습니다."
"Spring WebFlux에서 @RequestMapping 메서드에 대한 내장된 유효성 검사는 어떤 종류가 있나요?","Spring WebFlux에서는 @RequestMapping 메서드에 대한 내장된 유효성 검사로는 Java Bean Validation과 Spring의 Validation(https://docs.spring.io/spring-framework/reference/core/validation/beanvalidation.html)이 있습니다. 또한, Jakarta @Valid 또는 Spring의 @Validated로 메서드 인자를 주석 처리하고, 바로 뒤에 Errors 또는 BindingResult 매개변수가 없으며, 메서드 유효성 검사가 필요하지 않을 경우, @ModelAttribute, @RequestBody 및 @RequestPart 인자 해결자가 메서드 인자를 개별적으로 유효성 검사합니다. 이 경우 발생하는 예외는 WebExchangeBindException입니다."
"Spring WebFlux에서 메서드 매개변수에 제약 조건 어노테이션을 선언하는 것이 메서드 유효성 검사에 어떤 영향을 미치나요?","Spring WebFlux에서 메서드 매개변수에 제약 조건 어노테이션(예: @Min, @NotBlank 등)을 선언하면 메서드 유효성 검사가 적용되어야 하며, 이는 메서드 매개변수 수준의 유효성 검사를 우선시합니다. 메서드 유효성 검사는 메서드 매개변수 제약 조건과 @Valid를 통한 중첩 제약 조건을 모두 포함합니다. 이 경우 발생하는 예외는 HandlerMethodValidationException입니다."
"Spring WebFlux에서 여러 유효성 검사기를 사용하는 방법은 무엇인가요?","Spring WebFlux에서 여러 유효성 검사기를 사용하려면 WebFlux 구성을 통해 전역으로 유효성 검사기를 구성하거나, @Controller 또는 @ControllerAdvice의 @InitBinder 메서드를 통해 로컬로 구성할 수 있습니다. 또한, Validator를 직접 구현하여 여러 유효성 검사기를 사용할 수도 있습니다(https://docs.spring.io/spring-framework/reference/core/validation/beanvalidation.html#validation-beanvalidation-multiple-validators)."
"Spring WebFlux에서 @ExceptionHandler 메서드를 어떻게 사용하나요?","Spring WebFlux에서 @Controller 및 @ControllerAdvice 클래스는 @ExceptionHandler 메서드를 사용하여 컨트롤러 메서드에서 발생하는 예외를 처리할 수 있습니다. 예외는 최상위 예외와 일치하거나 최상위 래퍼 예외 내의 즉각적인 원인과 일치할 수 있습니다. 일치하는 예외 유형에 대해서는 메서드 인수로 대상 예외를 선언하는 것이 좋습니다. 또한, @ControllerAdvice에 주요 루트 예외 매핑을 선언하고 해당 순서로 우선순위를 지정하는 것이 좋습니다. 자세한 내용은 MVC 섹션(https://docs.spring.io/spring-framework/reference/web/webmvc/controller/ann-exceptionhandler.html)을 참조하십시오."
"Spring WebFlux에서 @ExceptionHandler 메서드는 어떤 메서드 인수를 지원하나요?","Spring WebFlux에서 @ExceptionHandler 메서드는 @RequestMapping 메서드와 동일한 메서드 인수를 지원하지만, 요청 본문은 이미 소비되었을 수 있습니다. 자세한 내용은 MVC 섹션(https://docs.spring.io/spring-framework/reference/web/webmvc/controller/ann-exceptionhandler.html#mvc-ann-exceptionhandler-args)을 참조하십시오."
"Spring WebFlux에서 @ExceptionHandler 메서드는 어떤 반환 값을 지원하나요?","Spring WebFlux에서 @ExceptionHandler 메서드는 @RequestMapping 메서드와 동일한 반환 값을 지원합니다. 자세한 내용은 MVC 섹션(https://docs.spring.io/spring-framework/reference/web/webmvc/controller/ann-exceptionhandler.html#mvc-ann-exceptionhandler-return-values)을 참조하십시오."
"Spring에서 @ControllerAdvice 어노테이션은 무엇을 의미하나요?","Spring에서 @ControllerAdvice 어노테이션은 @ExceptionHandler, @InitBinder, @ModelAttribute 메서드가 선언된 @Controller 클래스(또는 클래스 계층 구조) 내에서 적용되는 것을 의미합니다. 이 어노테이션은 이러한 메서드를 전역으로 적용하고자 할 때 사용되며, Spring 빈으로 등록되어 다른 컨트롤러에서도 사용될 수 있습니다. (출처: https://docs.spring.io/spring-framework/docs/6.1.13/javadoc-api/org/springframework/web/bind/annotation/ControllerAdvice.html)"
"Spring에서 @ControllerAdvice 어노테이션을 사용하여 어떤 예외 처리 메서드를 전역으로 적용할 수 있나요?","Spring에서 @ControllerAdvice 어노테이션을 사용하여 @ExceptionHandler 메서드를 전역으로 적용할 수 있습니다. 이러한 메서드는 로컬 예외 처리 메서드(컨트롤러에서 선언된 메서드) 이후에 적용되며, 모든 컨트롤러 요청에 대해 기본적으로 적용됩니다. (출처: https://docs.spring.io/spring-framework/docs/6.1.13/javadoc-api/org/springframework/web/bind/annotation/ControllerAdvice.html)"
"Spring에서 @ControllerAdvice 어노테이션을 사용하여 어떤 컨트롤러에 예외 처리 메서드를 적용할 수 있나요?","Spring에서 @ControllerAdvice 어노테이션을 사용하여 특정 컨트롤러에 예외 처리 메서드를 적용할 수 있습니다. 이를 위해 @ControllerAdvice 어노테이션에 속성을 추가하여 특정 컨트롤러에 대한 예외 처리 메서드를 지정할 수 있습니다. (출처: https://docs.spring.io/spring-framework/docs/6.1.13/javadoc-api/org/springframework/web/bind/annotation/ControllerAdvice.html)"
"Spring WebFlux.fn에서 HandlerFunction의 역할은 무엇인가요?","HandlerFunction은 ServerRequest를 인자로 받아 지연된 ServerResponse(즉, Mono<ServerResponse>)를 반환하는 함수로, HTTP 요청을 처리합니다. 이는 주석 기반 프로그래밍 모델의 @RequestMapping 메서드의 본문과 동일합니다."
"Spring WebFlux.fn에서 RouterFunction의 역할은 무엇인가요?","RouterFunction은 ServerRequest를 인자로 받아 지연된 HandlerFunction(즉, Mono<HandlerFunction>)을 반환하는 함수로, 들어오는 요청을 핸들러 함수로 라우팅합니다. 라우터 함수가 일치하면 핸들러 함수가 반환되고, 그렇지 않으면 빈 Mono가 반환됩니다. 이는 @RequestMapping 주석과 동일하지만, 라우터 함수는 데이터뿐만 아니라 동작도 제공한다는 주요 차이점이 있습니다."
"Spring WebFlux.fn에서 ServerRequest와 ServerResponse는 무엇인가요?","ServerRequest와 ServerResponse는 불변 인터페이스로, HTTP 요청 및 응답에 대한 JDK 8 친화적인 액세스를 제공합니다. 요청과 응답 모두 Reactive Streams(https://www.reactive-streams.org) 백프레셔를 제공하여 본문 스트림에 대한 압력을 완화합니다."
"Spring WebFlux에서 CORS(Cross-Origin Resource Sharing)를 어떻게 처리할 수 있나요?","Spring WebFlux는 CORS를 처리할 수 있으며, 이를 설정하는 방법은 해당 문서에서 설명되어 있습니다. 브라우저는 보안을 위해 다른 원본에서 온 리소스에 대한 AJAX 호출을 금지하므로, CORS는 이러한 제한을 극복하기 위한 W3C 규격입니다. Spring WebFlux의 HandlerMapping 구현은 CORS에 대한 내장 지원을 제공하며, global 및 local 수준에서 구성할 수 있습니다. @CrossOrigin 어노테이션을 사용하여 컨트롤러 메서드에서 CORS를 활성화할 수도 있습니다. CORS를 사용하려면 명시적으로 CORS 구성을 선언해야 합니다. 일치하는 구성이 없으면 preflight 요청이 거부됩니다."
"Spring WebFlux에서 CORS를 활성화하는 방법은 무엇인가요?","Spring WebFlux에서 CORS를 활성화하려면, @CrossOrigin 어노테이션을 사용하거나, WebFlux Java 구성에서 CorsRegistry 콜백을 사용하여 global CORS 구성을 설정할 수 있습니다. 기본적으로, global 구성은 모든 원본, 모든 헤더, GET, HEAD, POST 메서드를 허용하며, maxAge는 30분입니다. allowedCredentials는 기본적으로 활성화되지 않으며, 노출된 사용자 특정 정보에 대한 높은 수준의 신뢰를 설정하므로, 적절한 경우에만 사용해야 합니다."
"Spring WebFlux에서 CORS를 구성하는 방법은 무엇인가요?","Spring WebFlux에서 CORS를 구성하려면, @CrossOrigin 어노테이션을 사용하여 컨트롤러 메서드에서 CORS를 활성화하거나, WebFlux Java 구성에서 CorsRegistry 콜백을 사용하여 global CORS 구성을 설정할 수 있습니다. CorsWebFilter를 사용하여 필터 수준에서도 CORS를 구성할 수 있습니다. CORS 구성에는 허용된 원본, 헤더, 메서드, maxAge, 허용된 자격 증명 등이 포함됩니다. CORS 구성은 global 구성과 local 구성으로 나뉩니다. local 구성은 global 구성을 덮어씁니다."
"Spring WebFlux에서 HTTP 오류 응답의 바디에 세부 정보를 포함시키는 방법은 무엇인가요?","스프링 프레임워크는 'Problem Details for HTTP APIs' 사양인 RFC 9457을 지원합니다. 이를 위해 ProblemDetail과 ErrorResponse를 사용할 수 있습니다. ProblemDetail은 사양에서 정의한 표준 필드와 비표준 필드를 모두 포함하는 간단한 컨테이너이며, ErrorResponse는 HTTP 상태, 응답 헤더 및 RFC 9457 형식의 바디를 포함한 HTTP 오류 응답 세부 정보를 노출하는 계약입니다. 모든 Spring WebFlux 예외는 이를 구현합니다. ResponseEntityExceptionHandler를 확장하여 @ControllerAdvice로 선언하면 Spring WebFlux 예외 및 모든 ErrorResponseException에 대한 RFC 9457 응답을 활성화할 수 있습니다."
"Spring WebFlux에서 RFC 9457 응답에 비표준 필드를 추가하는 방법은 무엇인가요?","두 가지 방법 중 하나로 RFC 9457 응답에 비표준 필드를 추가할 수 있습니다. 첫 번째 방법은 ProblemDetail의 'properties' Map에 삽입하는 것입니다. Jackson 라이브러리를 사용하는 경우, 스프링 프레임워크는 ProblemDetailJacksonMixin을 등록하여 'properties' Map이 응답의 최상위 JSON 속성으로 풀리고 역직렬화 중에 알 수 없는 속성이 이 Map에 삽입되도록 합니다. 두 번째 방법은 ProblemDetail을 확장하여 전용 비표준 속성을 추가하는 것입니다. ProblemDetail의 복사 생성자를 사용하면 하위 클래스가 기존 ProblemDetail에서 쉽게 생성될 수 있습니다."
"Spring WebFlux에서 오류 응답 세부 정보를 사용자 정의하고 국제화하는 방법은 무엇인가요?","ResponseEntityExceptionHandler는 'type', 'title', 및 'detail'에 대한 메시지 코드와 'detail' 필드에 대한 메시지 코드 인수를 노출합니다. 또한 'type', 'title', 및 'detail'에 대한 메시지 코드를 MessageSource를 통해 해결하고 해당하는 ProblemDetail 필드를 업데이트합니다. 메시지 코드와 인수는 MessageSource를 통해 사용자 정의할 수 있습니다. 또한 ProblemDetail을 사용자 정의하여 구현 세부 정보를 숨기는 것이 좋습니다. WebClient 및 RestTemplate을 사용하여 오류 응답 본문을 ProblemDetail 또는 ProblemDetail의 하위 클래스와 같은 대상 유형으로 디코딩할 수 있습니다."
"Spring WebFlux 애플리케이션에서 CSRF 공격을 방지하기 위해 어떤 스프링 보안 기능을 사용할 수 있나요?","스프링 보안은 CSRF 보호를 제공하여 Spring WebFlux 애플리케이션에서 CSRF 공격을 방지할 수 있습니다. CSRF 보호를 구성하려면 CsrfFilter와 CsrfRequestMatcher를 사용해야 합니다. (출처: https://docs.spring.io/spring-security/reference/features/exploits/csrf.html#csrf-protection)"
"스프링 보안에서 반응형 웹 애플리케이션의 보안을 구성하기 위해 어떤 문서를 참조해야 하나요?","스프링 보안의 WebFlux Security 문서를 참조하여 반응형 웹 애플리케이션의 보안을 구성할 수 있습니다. 이 문서에서는 WebSecurityConfigurerAdapter 대신 WebFluxSecurityConfiguration 클래스를 사용하는 방법과 같은 구체적인 내용을 다룹니다. (출처: https://docs.spring.io/spring-security/reference/reactive/configuration/webflux.html)"
"Spring WebFlux 애플리케이션에서 보안 응답 헤더를 구성하기 위해 어떤 스프링 보안 기능을 사용할 수 있나요?","스프링 보안은 Content-Security-Policy, X-Content-Type-Options, X-Frame-Options, X-XSS-Protection와 같은 보안 응답 헤더를 구성할 수 있는 기능을 제공합니다. 이러한 기능을 사용하려면 HttpSecurity의 headers() 메서드를 사용하면 됩니다. (출처: https://docs.spring.io/spring-security/reference/features/exploits/headers.html)"
"Spring WebFlux에서 HTTP 캐싱을 어떻게 구성할 수 있나요?","Spring WebFlux에서 HTTP 캐싱을 구성하려면, Cache-Control 헤더를 구성하기 위한 CacheControl 클래스를 사용할 수 있습니다. 이 클래스는 maxAge, noStore, noTransform, cachePublic 등의 메서드를 제공하여 Cache-Control 헤더의 일반적인 시나리오에 초점을 맞추고 있습니다. 또한, 컨트롤러에서 ResponseEntity에 ETag 및 Cache-Control 설정을 추가하거나 ServerWebExchange의 checkNotModified 메서드를 사용하여 조건부 요청 헤더에 대한 확인을 수행할 수도 있습니다. (출처: https://docs.spring.io/spring-framework/reference/web/webflux/caching.html)"
"Spring WebFlux에서 컨트롤러에서 명시적인 HTTP 캐싱을 지원하는 방법은 무엇인가요?","Spring WebFlux에서 컨트롤러에서 명시적인 HTTP 캐싱을 지원하려면, ResponseEntity에 ETag 및 Cache-Control 설정을 추가하거나 ServerWebExchange의 checkNotModified 메서드를 사용하여 조건부 요청 헤더에 대한 확인을 수행할 수 있습니다. 컨트롤러는 ETag 및 Cache-Control 헤더를 응답에 추가하여, 비교 대상의 조건부 요청 헤더가 내용이 변경되지 않았음을 나타내는 경우 빈 본문과 함께 304 (NOT_MODIFIED) 응답을 보낼 수 있습니다. (출처: https://docs.spring.io/spring-framework/reference/web/webflux/caching.html)"
"Spring WebFlux에서 정적 리소스에 Cache-Control 헤더를 설정하는 방법은 무엇인가요?","Spring WebFlux에서 정적 리소스에 Cache-Control 헤더를 설정하려면, Static Resources 구성을 통해 설정할 수 있습니다. 이는 StaticResourcesRegistrar 빈을 설정하거나 WebFluxConfigurer를 구현하여 정적 리소스에 Cache-Control 및 조건부 응답 헤더를 제공하여 최적의 성능을 얻을 수 있습니다. (출처: https://docs.spring.io/spring-framework/reference/web/webflux/caching.html)"
"Spring WebFlux에서 뷰 기술의 사용은 어떤 방식으로 이루어지나요?","Spring WebFlux에서 뷰 기술의 사용은 플러그인 방식으로 이루어집니다. Thymeleaf, FreeMarker 또는 다른 뷰 기술을 사용하기로 결정하면 주로 구성 변경 사항이 발생합니다. 이 장에서는 Spring WebFlux와 통합된 뷰 기술에 대해 다룹니다."
"Thymeleaf는 Spring WebFlux에서 어떤 역할을 하나요?","Thymeleaf는 현대적인 서버 측 Java 템플릿 엔진으로, 브라우저에서 더블 클릭으로 미리 볼 수 있는 자연스러운 HTML 템플릿을 강조하여 UI 템플릿(예: 디자이너)에 대한 독립적인 작업을 위해 실행 중인 서버가 필요하지 않습니다. Thymeleaf는 광범위한 기능을 제공하며, 활발하게 개발 및 유지 관리됩니다."
"Spring WebFlux에서 FreeMarker를 뷰 기술로 사용하려면 어떻게 구성해야 하나요?","Spring WebFlux에서 FreeMarker를 뷰 기술로 사용하려면 FreeMarkerConfigurer 빈을 선언하고, templateLoaderPath 및 freemarkerSettings와 같은 속성을 설정해야합니다. 또한, 컨트롤러에서 뷰 이름을 반환하면 해결자가 해당 템플릿을 찾아 사용합니다."
"Spring에서 HTTP/2를 지원하는 서버는 어떤 것들이 있으며, 각 서버에 대한 구성 고려사항이 있나요?","Spring에서는 Reactor Netty, Tomcat, Jetty, Undertow 서버를 통해 HTTP/2를 지원합니다. 각 서버에 대한 구성 고려사항은 서버 종류에 따라 다를 수 있습니다. 자세한 내용은 HTTP/2 지원 관련 위키 페이지(https://github.com/spring-projects/spring-framework/wiki/HTTP-2-support)를 참조하세요."
"Spring에서 HTTP/2를 사용하려면 어떤 추가 설정이 필요한가요?","Spring에서는 Reactor Netty, Tomcat, Jetty, Undertow를 사용하여 HTTP/2를 지원합니다. 추가 설정이 필요한 경우, HTTP/2 지원 관련 위키 페이지(https://github.com/spring-projects/spring-framework/wiki/HTTP-2-support)를 참조하여 자세한 내용을 확인하세요."
"Spring에서 HTTP/2를 사용할 때, Servlet 스택에서 어떤 동작을 기대할 수 있나요?","Spring에서는 HTTP/2를 Servlet 스택에서 지원하며, Spring MVC, Spring WebFlux, Spring Boot WebFlux에서 설정 및 사용 방법을 확인할 수 있습니다. 자세한 내용은 HTTP/2 관련 문서를 참조하세요(https://docs.spring.io/spring-framework/reference/web/webflux/http2.html)."
"Spring WebFlux에서 비차단 HTTP 요청을 수행하기 위해 사용되는 클라이언트는 무엇인가요?","WebClient (출처: https://docs.spring.io/spring-framework/reference/web/webflux-webclient.html)"
"WebClient의 API 스타일은 어떻게 되며, 비동기 로직을 선언적으로 구성하는 방법은 무엇인가요?","함수형, 플루언트 API이며, Reactor를 기반으로 하여 스레드나 동시성을 다룰 필요 없이 비동기 로직을 선언적으로 구성할 수 있습니다. (출처: https://docs.spring.io/spring-framework/reference/web/webflux-webclient.html)"
"WebClient가 요청을 수행하기 위해 필요한 HTTP 클라이언트 라이브러리는 무엇인가요?","Reactor Netty, JDK HttpClient, Jetty Reactive HttpClient, Apache HttpComponents 등이 내장되어 있으며, ClientHttpConnector를 통해 다른 라이브러리를 연결할 수 있습니다. (출처: https://docs.spring.io/spring-framework/reference/web/webflux-webclient.html)"
"Java에서 WebClient를 어떻게 생성하나요?","Java에서 WebClient를 생성하는 가장 간단한 방법은 WebClient.create() 또는 WebClient.create(String baseUrl)와 같은 정적 팩토리 메서드를 사용하는 것입니다. 또는 WebClient.builder()를 사용하여 추가 옵션을 지정할 수 있습니다. 예를 들어, Java에서 다음과 같이 WebClient를 생성할 수 있습니다: `WebClient client = WebClient.builder().build();`"
"WebClient 코드크의 기본 최대 인메모리 버퍼 크기를 어떻게 변경하나요?","Java에서 WebClient 코드크의 기본 최대 인메모리 버퍼 크기를 변경하려면 WebClient.builder().codecs(configurer -> configurer.defaultCodecs().maxInMemorySize(2 * 1024 * 1024)).build();와 같이 defaultCodecs().maxInMemorySize() 메서드를 사용할 수 있습니다. 이렇게 하면 기본 코드크의 최대 인메모리 크기가 2MB로 설정됩니다."
"WebClient에서 Reactor Netty 설정을 어떻게 사용자 정의할 수 있나요?","WebClient에서 Reactor Netty 설정을 사용자 정의하려면 미리 구성된 HttpClient를 제공하여 WebClient.builder().clientConnector(new ReactorClientHttpConnector(httpClient)).build();와 같이 사용할 수 있습니다. 이렇게 하면 HttpClient를 사용하여 WebClient를 생성할 수 있습니다. 예를 들어, Java에서 다음과 같이 Reactor Netty 설정을 사용자 정의할 수 있습니다: `HttpClient httpClient = HttpClient.create().secure(sslSpec -> ...); WebClient webClient = WebClient.builder().clientConnector(new ReactorClientHttpConnector(httpClient)).build();`"
"Spring WebClient의 exchangeToMono()와 exchangeToFlux() 메서드는 어떤 경우에 유용한가요?","응답 상태에 따라 응답을 다르게 디코딩해야 하는 경우와 같이 더 많은 제어가 필요한 고급 경우에 유용합니다. (출처: https://docs.spring.io/spring-framework/reference/web/webflux-webclient/client-exchange.html)"
"Spring WebClient의 exchangeToMono()와 exchangeToFlux() 메서드를 사용할 때 메모리 및 연결 누수를 방지하기 위해 어떻게 해야 하나요?","반환된 Mono 또는 Flux가 완료된 후 응답 본문을 확인하고 처리하지 않은 경우 응답 본문을 해제하여 메모리 및 연결 누수를 방지합니다. (출처: https://docs.spring.io/spring-framework/reference/web/webflux-webclient/client-exchange.html)"
"Spring WebClient의 exchangeToMono()와 exchangeToFlux() 메서드를 사용할 때 응답을 더 하류에서 디코딩할 수 있나요?","응답을 더 하류에서 디코딩할 수 없습니다. 응답을 디코딩해야 하는 경우 제공된 함수에서 응답 디코딩 방법을 선언해야 합니다. (출처: https://docs.spring.io/spring-framework/reference/web/webflux-webclient/client-exchange.html)"
"Spring WebFlux 웹클라이언트에서 request body는 어떤 형식으로 인코딩할 수 있나요?","Spring WebFlux 웹클라이언트에서 request body는 Mono 또는 Kotlin Coroutines Deferred와 같은 ReactiveAdapterRegistry에서 처리하는 비동기형 타입으로 인코딩할 수 있습니다. 또한, 객체의 스트림을 인코딩할 수도 있으며, 실제 값을 가진 경우 bodyValue 단축 메서드를 사용할 수 있습니다. Form Data 및 Multipart Data를 보내는 방법도 지원됩니다."
"Spring WebFlux 웹클라이언트에서 Form Data를 보내는 방법은 무엇인가요?","Spring WebFlux 웹클라이언트에서 Form Data를 보내려면, body 메서드에 MultiValueMap<String, String>을 제공하면 됩니다. FormHttpMessageWriter에 의해 자동으로 application/x-www-form-urlencoded로 설정됩니다. MultiValueMap<String, String>을 사용하는 방법과 BodyInserters를 사용하여 인라인으로 Form Data를 제공하는 방법이 있습니다."
"Spring WebFlux 웹클라이언트에서 Multipart Data를 보내는 방법은 무엇인가요?","Spring WebFlux 웹클라이언트에서 Multipart Data를 보내려면, body 메서드에 MultiValueMap<String, ?>를 제공하면 됩니다. 이 맵의 값은 부분 내용을 나타내는 Object 인스턴스 또는 부분의 내용과 헤더를 나타내는 HttpEntity 인스턴스입니다. MultipartBodyBuilder를 사용하여 편리하게 준비할 수 있으며, BodyInserters를 사용하여 인라인 스타일로 제공할 수도 있습니다."
"Spring에서 WebClient를 테스트하기 위해 어떤 방법을 사용할 수 있나요?","Spring에서 WebClient를 테스트할 때, OkHttp MockWebServer와 같은 모의 웹 서버를 사용할 수 있습니다. 사용 예제는 Spring Framework 테스트 스위트의 WebClientIntegrationTests나 OkHttp 저장소의 static-server 샘플을 참조하세요. (Source: https://docs.spring.io/spring-framework/reference/web/webflux-webclient/client-testing.html)"
"Spring에서 WebClient를 테스트하기 위해 OkHttp MockWebServer를 사용하는 방법은 무엇인가요?","Spring에서 WebClient를 테스트하기 위해 OkHttp MockWebServer를 사용하려면, MockWebServer 인스턴스를 만들고 원하는 응답을 설정한 다음, WebClient를 사용하여 MockWebServer에 요청을 보내고 응답을 확인할 수 있습니다. 사용 예제는 Spring Framework 테스트 스위트의 WebClientIntegrationTests나 OkHttp 저장소의 static-server 샘플을 참조하세요. (Source: https://docs.spring.io/spring-framework/reference/web/webflux-webclient/client-testing.html)"
"Spring에서 WebClient를 테스트하기 위해 어떤 추가적인 리소스가 제공되나요?","Spring에서 WebClient를 테스트하기 위해 추가적인 리소스로는 Spring Framework 테스트 스위트의 WebClientIntegrationTests와 OkHttp 저장소의 static-server 샘플이 있습니다. 이 리소스들을 통해 WebClient를 테스트하는 방법을 자세히 알아볼 수 있습니다. (Source: https://docs.spring.io/spring-framework/reference/web/webflux-webclient/client-testing.html)"
"Spring Framework에서 HTTP 서비스 인터페이스를 생성하는 것은 어떤 장점이 있나요?","Spring Framework에서 HTTP 서비스 인터페이스를 생성하면 HTTP 교환 메서드를 가진 Java 인터페이스로 정의할 수 있습니다. 이를 통해 프록시를 생성하여 인터페이스를 구현하고 교환을 수행할 수 있습니다. 이는 HTTP 원격 액세스를 단순화하고 동기식 또는 반응형과 같은 API 스타일을 선택할 수 있는 유연성을 제공합니다. 자세한 내용은 REST Endpoints(../integration/rest-clients.html#rest-http-interface)를 참조하십시오. (출처: https://docs.spring.io/spring-framework/reference/web/webflux-http-interface-client.html)"
"Spring Framework에서 HTTP 서비스 인터페이스를 생성할 때 어떤 API 스타일을 선택할 수 있나요?","Spring Framework에서 HTTP 서비스 인터페이스를 생성할 때 동기식 또는 반응형과 같은 API 스타일을 선택할 수 있습니다. 이는 HTTP 원격 액세스를 단순화하고 추가적인 유연성을 제공합니다. 자세한 내용은 REST Endpoints(../integration/rest-clients.html#rest-http-interface)를 참조하십시오. (출처: https://docs.spring.io/spring-framework/reference/web/webflux-http-interface-client.html)"
"Spring Framework에서 HTTP 서비스 인터페이스의 프록시를 생성하는 방법은 무엇인가요?","Spring Framework에서 HTTP 서비스 인터페이스의 프록시를 생성하려면 먼저 HTTP 서비스 인터페이스를 정의하고 교환 메서드를 지정해야 합니다. 그런 다음 이 인터페이스를 구현하고 교환을 수행하는 프록시를 생성할 수 있습니다. 자세한 내용은 REST Endpoints(../integration/rest-clients.html#rest-http-interface)를 참조하십시오. (출처: https://docs.spring.io/spring-framework/reference/web/webflux-http-interface-client.html)"
"웹소켓(WebSocket)이란 무엇인가요?","웹소켓은 클라이언트와 서버 간에 양방향 통신 채널을 제공하는 통신 프로토콜입니다. 이를 통해 실시간 데이터 전송이 가능하며, 단일 TCP 연결을 통해 지속적인 연결을 유지합니다. 웹소켓은 HTTP와 호환되도록 설계되었으며, 기존 방화벽 규칙을 재사용할 수 있습니다. 웹소켓 상호작용은 HTTP 요청으로 시작하여 Upgrade 헤더를 사용하여 웹소켓 프로토콜로 전환합니다."
"HTTP와 웹소켓의 차이점은 무엇인가요?","HTTP는 요청-응답 기반 프로토콜로, 클라이언트가 서버에 요청을 보내고 응답을 받는 방식으로 동작합니다. 반면, 웹소켓은 지속적인 연결을 유지하며, 클라이언트와 서버 간에 양방향 데이터 전송을 지원합니다. 웹소켓은 저수준 전송 프로토콜로, 메시지의 내용에 대한 규정을 하지 않습니다. 클라이언트와 서버 간에 메시지 규약을 합의해야 합니다. 웹소켓은 저 지연, 고주파, 대량 메시지 전송이 필요한 경우에 적합합니다."
"웹소켓을 사용하는 경우 어떤 경우에 적합한가요?","웹소켓은 실시간 상호작용이 필요한 애플리케이션에 적합합니다. 예를 들어, 협업 도구, 게임, 금융 앱 등에서 사용됩니다. 웹소켓은 뉴스, 메일, 소셜 피드 등의 업데이트가 필요한 경우에도 사용할 수 있지만, HTTP 스트리밍이나 폴링을 사용하는 것이 더 간단할 수 있습니다. 웹소켓을 사용할지 여부는 지연 시간, 메시지 빈도, 메시지 양 등 다양한 요소를 고려해야 합니다."
"Spring-test 모듈은 ServerHttpRequest, ServerHttpResponse 및 ServerWebExchange에 대해 어떤 기능을 제공하나요?","Spring-test 모듈은 ServerHttpRequest, ServerHttpResponse 및 ServerWebExchange의 모의 구현을 제공합니다. (출처: https://docs.spring.io/spring-framework/reference/web/webflux-test.html)"
"Spring Web Reactive에서 모의 객체에 대한 논의는 어디에서 찾을 수 있나요?","Spring Web Reactive에서 모의 객체에 대한 논의는 https://docs.spring.io/spring-framework/reference/web/webflux-test.html#mock-objects-web-reactive에서 찾을 수 있습니다. (출처: https://docs.spring.io/spring-framework/reference/web/webflux-test.html)"
